age,JobType,EdType,maritalstatus,occupation,race,gender,nativecountry,SalStat
50,Private,HS grad,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
52,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
18,Self emp inc,HS grad,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
57,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
63,State gov,Some college,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
29,Private,HS grad,Never married,Adm clerical,White,Male,Mexico,"less than or equal to 50,000"
32,Self emp not inc,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
34,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
43,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
39,Private,Some college,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
28,Private,HS grad,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
32,Private,Bachelors,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
28,State gov,Prof school,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
40,Private,Some college,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
25,Private,Bachelors,Never married,Tech support,White,Male,United States,"greater than 50,000"
54,Local gov,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
48,Self emp inc,Bachelors,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
51,Private,Some college,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
67,State gov,7th 8th,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
17,Private,10th,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
24,State gov,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
25,Private,HS grad,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
54,Private,Some college,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
32,Private,HS grad,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
41,Federal gov,HS grad,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
53,Private,HS grad,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
45,Private,Assoc voc,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
51,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
41,State gov,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
40,Federal gov,Assoc voc,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
27,Private,HS grad,Never married,Farming fishing,White,Male,Mexico,"less than or equal to 50,000"
41,Private,Bachelors,Married civ spouse,Adm clerical,Asian Pac Islander,Male,Philippines,"greater than 50,000"
51,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
36,Private,Some college,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
34,Self emp inc,HS grad,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
43,Private,HS grad,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
61,Federal gov,HS grad,Divorced,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
31,Private,10th,Separated,Transport moving,White,Male,United States,"less than or equal to 50,000"
34,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
43,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
52,Private,12th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
18,Private,11th,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
37,Federal gov,Some college,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
60,Private,HS grad,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
47,Private,Some college,Widowed,Transport moving,White,Female,Outlying US(Guam USVI etc),"less than or equal to 50,000"
21,Private,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
34,Self emp inc,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
28,Private,HS grad,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
40,Local gov,Assoc voc,Married civ spouse,Protective serv,White,Male,United States,"greater than 50,000"
26,Private,Assoc acdm,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
48,Private,Some college,Never married,Other service,Black,Female,United States,"less than or equal to 50,000"
46,Private,Some college,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
58,Private,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
32,Self emp inc,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
38,Private,Some college,Married civ spouse,Craft repair,Asian Pac Islander,Male,United States,"greater than 50,000"
43,Self emp not inc,Some college,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
17,Private,11th,Never married,Priv house serv,White,Female,United States,"less than or equal to 50,000"
36,Private,HS grad,Married civ spouse,Craft repair,White,Male,Italy,"less than or equal to 50,000"
30,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
45,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
51,Self emp not inc,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
29,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
35,Self emp not inc,Assoc voc,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
56,Private,9th,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
24,Private,HS grad,Married civ spouse,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
33,Private,Assoc acdm,Married civ spouse,Protective serv,White,Male,United States,"less than or equal to 50,000"
43,Private,Bachelors,Never married,Sales,Black,Female,United States,"greater than 50,000"
22,State gov,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
44,Private,Some college,Never married,Other service,Black,Male,United States,"less than or equal to 50,000"
37,Private,HS grad,Separated,Craft repair,White,Male,United States,"less than or equal to 50,000"
34,Self emp inc,Some college,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
43,Private,Assoc voc,Separated,Sales,White,Female,United States,"less than or equal to 50,000"
39,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
30,Private,Some college,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
58,Private,7th 8th,Never married,Handlers cleaners,White,Female,United States,"less than or equal to 50,000"
45,Local gov,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
30,Private,Some college,Divorced,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
42,Private,Some college,Married civ spouse,Prof specialty,White,Female,United States,"less than or equal to 50,000"
50,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
25,Local gov,Assoc voc,Never married,Protective serv,White,Male,United States,"less than or equal to 50,000"
34,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
50,Private,Some college,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
60,State gov,Doctorate,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
41,Private,Assoc acdm,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
40,Self emp not inc,Prof school,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
22,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
52,Private,Bachelors,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
30,Private,Some college,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
40,Private,Some college,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
31,Federal gov,Assoc acdm,Married civ spouse,Sales,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
44,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
38,Local gov,Prof school,Married civ spouse,Prof specialty,Black,Male,United States,"greater than 50,000"
46,Private,Prof school,Never married,Exec managerial,White,Male,United States,"greater than 50,000"
57,Federal gov,Prof school,Divorced,Exec managerial,Black,Male,United States,"greater than 50,000"
39,Private,11th,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
42,Private,Bachelors,Divorced,Exec managerial,White,Female,United States,"greater than 50,000"
43,Private,Assoc voc,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
22,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
44,Private,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
37,Private,Some college,Married civ spouse,Sales,White,Female,United States,"greater than 50,000"
26,State gov,Bachelors,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
35,Private,HS grad,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
28,Private,HS grad,Never married,Handlers cleaners,White,Female,United States,"less than or equal to 50,000"
34,Private,Some college,Never married,Adm clerical,Asian Pac Islander,Female,Japan,"less than or equal to 50,000"
18,Private,HS grad,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
25,Private,HS grad,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
44,Self emp inc,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
61,Private,1st 4th,Widowed,Handlers cleaners,White,Female,United States,"less than or equal to 50,000"
39,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
61,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
22,Private,HS grad,Widowed,Adm clerical,White,Female,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
45,Private,Bachelors,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
37,Private,HS grad,Divorced,Machine op inspct,Asian Pac Islander,Female,Philippines,"less than or equal to 50,000"
26,Private,Some college,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
26,Private,Bachelors,Married civ spouse,Exec managerial,White,Female,United States,"greater than 50,000"
58,Private,HS grad,Separated,Other service,White,Female,Dominican Republic,"less than or equal to 50,000"
64,Private,HS grad,Widowed,Sales,White,Female,France,"greater than 50,000"
19,Private,HS grad,Married civ spouse,Sales,White,Female,United States,"less than or equal to 50,000"
36,Private,Bachelors,Divorced,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
47,Private,Assoc acdm,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
62,Private,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
36,State gov,Prof school,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
38,Self emp not inc,Some college,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
54,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
31,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
26,Private,Some college,Separated,Farming fishing,White,Male,United States,"less than or equal to 50,000"
50,Private,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
41,Private,Some college,Never married,Tech support,Asian Pac Islander,Female,Philippines,"less than or equal to 50,000"
52,Local gov,Bachelors,Married civ spouse,Protective serv,White,Male,United States,"greater than 50,000"
28,Private,HS grad,Married civ spouse,Other service,Black,Female,United States,"less than or equal to 50,000"
46,Self emp not inc,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
30,Self emp inc,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
58,Local gov,Masters,Married civ spouse,Prof specialty,Black,Male,United States,"greater than 50,000"
36,Private,Some college,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
31,State gov,Preschool,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
52,Self emp not inc,Prof school,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
29,Private,Some college,Married civ spouse,Exec managerial,White,Male,Mexico,"less than or equal to 50,000"
48,Self emp not inc,Masters,Married civ spouse,Sales,White,Male,England,"less than or equal to 50,000"
30,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
58,Private,11th,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
20,Federal gov,Some college,Never married,Protective serv,Black,Male,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
63,Private,HS grad,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
51,Self emp not inc,Bachelors,Married civ spouse,Tech support,White,Male,United States,"greater than 50,000"
53,Private,Assoc acdm,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
54,Federal gov,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
26,Private,HS grad,Never married,Handlers cleaners,Black,Male,United States,"less than or equal to 50,000"
47,Self emp not inc,Some college,Married civ spouse,Other service,White,Female,United States,"less than or equal to 50,000"
44,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
55,Private,Doctorate,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
43,Private,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
49,Private,Bachelors,Married spouse absent,Transport moving,White,Male,Columbia,"less than or equal to 50,000"
27,Private,Prof school,Never married,Prof specialty,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
42,Private,Assoc voc,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
39,Private,9th,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
32,Private,HS grad,Separated,Adm clerical,White,Female,United States,"less than or equal to 50,000"
58,Local gov,Some college,Married civ spouse,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
63,Private,9th,Separated,Farming fishing,Black,Male,United States,"less than or equal to 50,000"
49,Private,Some college,Married civ spouse,Adm clerical,White,Male,United States,"greater than 50,000"
36,Self emp inc,Some college,Married civ spouse,Protective serv,White,Male,United States,"greater than 50,000"
46,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
47,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
39,Private,HS grad,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
33,Private,Prof school,Married civ spouse,Exec managerial,Asian Pac Islander,Male,Japan,"greater than 50,000"
30,Private,Some college,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
39,Local gov,Assoc voc,Married civ spouse,Adm clerical,White,Female,United States,"less than or equal to 50,000"
44,Private,Some college,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
27,Private,Bachelors,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
31,Private,Assoc acdm,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
34,Local gov,HS grad,Married civ spouse,Prof specialty,White,Male,El Salvador,"less than or equal to 50,000"
28,Private,Assoc acdm,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
55,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
36,Private,HS grad,Divorced,Craft repair,White,Female,United States,"less than or equal to 50,000"
42,Private,Some college,Married civ spouse,Transport moving,Black,Male,United States,"greater than 50,000"
67,Local gov,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
53,Self emp inc,Some college,Widowed,Sales,White,Female,United States,"less than or equal to 50,000"
43,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
29,Local gov,Bachelors,Never married,Tech support,White,Female,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
51,Private,Assoc voc,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
21,Self emp not inc,Assoc voc,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
54,Private,Some college,Separated,Exec managerial,White,Female,United States,"less than or equal to 50,000"
42,Self emp not inc,Prof school,Divorced,Prof specialty,White,Male,United States,"greater than 50,000"
41,Private,Some college,Divorced,Sales,White,Female,United States,"less than or equal to 50,000"
28,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
31,Private,Assoc voc,Divorced,Handlers cleaners,White,Female,United States,"less than or equal to 50,000"
23,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
40,Local gov,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
35,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
24,Private,HS grad,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
27,Private,Some college,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
40,Self emp not inc,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
17,Private,12th,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
27,Private,1st 4th,Never married,Craft repair,White,Male,Mexico,"less than or equal to 50,000"
34,Private,HS grad,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
18,Private,10th,Never married,Other service,Black,Male,United States,"less than or equal to 50,000"
39,Private,Bachelors,Divorced,Tech support,White,Female,United States,"less than or equal to 50,000"
34,Self emp inc,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
44,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
39,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
30,Private,HS grad,Never married,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
60,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
58,Private,HS grad,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
49,Private,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
61,Self emp inc,HS grad,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
27,Private,HS grad,Divorced,Adm clerical,White,Male,United States,"less than or equal to 50,000"
59,Self emp not inc,Assoc acdm,Divorced,Tech support,White,Male,United States,"less than or equal to 50,000"
52,Federal gov,Some college,Married civ spouse,Exec managerial,Asian Pac Islander,Female,United States,"greater than 50,000"
42,Federal gov,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
27,Private,Some college,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
41,Self emp inc,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
50,Local gov,Bachelors,Married civ spouse,Prof specialty,White,Female,United States,"less than or equal to 50,000"
36,Private,10th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
21,Private,HS grad,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
38,Private,Assoc acdm,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
46,Private,Some college,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
59,Private,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
55,Private,HS grad,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
49,Local gov,Masters,Widowed,Prof specialty,White,Female,United States,"less than or equal to 50,000"
59,Self emp inc,Some college,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
38,Private,Some college,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
22,Private,Some college,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
28,Private,12th,Never married,Sales,Black,Female,United States,"less than or equal to 50,000"
47,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
59,Private,Some college,Married civ spouse,Protective serv,White,Male,United States,"less than or equal to 50,000"
37,Private,HS grad,Divorced,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
33,Private,Bachelors,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
34,Private,10th,Married civ spouse,Handlers cleaners,White,Male,Portugal,"less than or equal to 50,000"
35,Local gov,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
55,Private,10th,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
18,Private,12th,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
48,Private,Assoc acdm,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
48,Private,Masters,Married civ spouse,Prof specialty,White,Male,Cuba,"greater than 50,000"
27,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
43,Private,Masters,Widowed,Prof specialty,Black,Female,United States,"less than or equal to 50,000"
32,Private,Some college,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
50,Private,Bachelors,Separated,Sales,White,Male,United States,"greater than 50,000"
38,Self emp not inc,HS grad,Never married,Craft repair,Amer Indian Eskimo,Male,United States,"less than or equal to 50,000"
18,Private,9th,Never married,Other service,Black,Male,United States,"less than or equal to 50,000"
46,Private,9th,Divorced,Sales,White,Male,United States,"less than or equal to 50,000"
26,Private,Some college,Never married,Machine op inspct,Asian Pac Islander,Male,United States,"greater than 50,000"
44,Private,7th 8th,Married civ spouse,Machine op inspct,White,Female,Dominican Republic,"less than or equal to 50,000"
32,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
25,Private,Bachelors,Married civ spouse,Adm clerical,White,Female,United States,"less than or equal to 50,000"
55,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
55,Federal gov,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
25,Private,Some college,Married civ spouse,Adm clerical,White,Female,United States,"less than or equal to 50,000"
40,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
29,Private,Assoc voc,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
60,Private,11th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
45,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
43,Self emp not inc,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
24,Private,HS grad,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
34,Private,Bachelors,Divorced,Sales,White,Female,United States,"less than or equal to 50,000"
47,Self emp not inc,Some college,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
24,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
47,State gov,Some college,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
18,Private,11th,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
50,Self emp inc,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
22,Private,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
49,Self emp not inc,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
41,Private,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
68,Self emp not inc,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
62,Self emp not inc,7th 8th,Widowed,Farming fishing,White,Female,United States,"less than or equal to 50,000"
25,Local gov,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
24,Private,Some college,Never married,Machine op inspct,White,Female,Mexico,"less than or equal to 50,000"
32,Private,9th,Married civ spouse,Farming fishing,Black,Male,United States,"less than or equal to 50,000"
49,Private,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
68,Private,Some college,Divorced,Sales,White,Female,United States,"less than or equal to 50,000"
25,Private,Assoc acdm,Never married,Sales,White,Female,Peru,"less than or equal to 50,000"
47,Federal gov,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
35,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
37,Self emp not inc,11th,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
57,Private,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
37,Private,Bachelors,Married civ spouse,Exec managerial,White,Female,United States,"greater than 50,000"
34,Private,10th,Never married,Other service,Black,Female,Jamaica,"less than or equal to 50,000"
46,Local gov,Assoc voc,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
21,Private,11th,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
26,Private,HS grad,Married civ spouse,Other service,White,Female,United States,"less than or equal to 50,000"
45,Private,HS grad,Divorced,Farming fishing,White,Male,United States,"greater than 50,000"
17,Private,HS grad,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
36,Self emp inc,Assoc acdm,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
33,Private,12th,Divorced,Exec managerial,White,Male,United States,"less than or equal to 50,000"
27,Private,HS grad,Never married,Machine op inspct,Black,Male,United States,"less than or equal to 50,000"
32,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
24,Private,HS grad,Never married,Machine op inspct,Black,Female,United States,"less than or equal to 50,000"
37,Private,HS grad,Divorced,Other service,Black,Female,United States,"less than or equal to 50,000"
53,State gov,Doctorate,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
44,Private,Some college,Divorced,Adm clerical,White,Male,United States,"greater than 50,000"
43,Local gov,HS grad,Married civ spouse,Protective serv,White,Male,United States,"greater than 50,000"
29,Private,HS grad,Never married,Other service,Black,Female,United States,"less than or equal to 50,000"
47,Private,Bachelors,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
37,Self emp not inc,Masters,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
43,Self emp inc,Prof school,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
23,Private,Some college,Never married,Sales,Black,Female,United States,"less than or equal to 50,000"
50,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
25,Private,Some college,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
40,Private,Some college,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
39,Private,Assoc voc,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
41,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
32,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
26,Private,HS grad,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
30,Local gov,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
34,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
41,Private,Some college,Never married,Adm clerical,White,Female,Mexico,"less than or equal to 50,000"
45,Private,Assoc voc,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
22,Private,Some college,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
25,Private,Some college,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
22,Federal gov,Some college,Never married,Adm clerical,Black,Male,United States,"less than or equal to 50,000"
46,State gov,Prof school,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
48,Self emp inc,Some college,Divorced,Farming fishing,White,Male,United States,"less than or equal to 50,000"
45,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
19,Private,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
